customer_id,full_name,age,monthly_income,employment_years,credit_score,debt_to_income,region,customer_segment,risk_segment
4671,Carolina Débora Vásquez,68,371.65,36,541,0.39,Sonora,Economic,High Risk
4672,Sr. Marcos de León,52,190.17,23,584,0.46,Baja California Sur,Economic,High Risk
4673,María Elena Sofía Villareal Aponte,63,118.33,15,625,0.3,Yucatán,Economic,High Risk
4674,Olivia Lorena Sandoval,61,171.08,9,572,0.1,Michoacán de Ocampo,Economic,High Risk
4675,Israel Raya,30,132.17,8,641,0.44,Durango,Economic,High Risk
4676,Cristobal Espartaco Gurule del Valle,33,177.82,1,611,0.59,Nayarit,Economic,High Risk
4677,Cristobal Zacarías Valverde,52,168.23,1,653,0.3,Distrito Federal,Economic,Medium Risk
4678,Lic. Rosa Bustamante,65,399.44,25,598,0.28,Oaxaca,Economic,High Risk
4679,Claudia Saucedo,23,450.79,0,510,0.45,Querétaro,Economic,High Risk
4680,Benjamín Martín Alonso,26,104.2,2,662,0.18,Zacatecas,Economic,Medium Risk
4681,Mateo Gabino Guardado,51,167.07,24,632,0.36,Oaxaca,Economic,High Risk
4682,Ing. Abelardo Baca,37,205.71,8,504,0.2,Quintana Roo,Economic,High Risk
4683,Alonso Modesto Arenas,41,404.26,12,534,0.54,Tabasco,Economic,High Risk
4684,Rolando Gilberto Meraz Carrión,47,190.69,2,623,0.5,Baja California,Economic,High Risk
4685,Lic. Juana Acuña,38,292.87,11,614,0.3,México,Economic,High Risk
4686,Olivia Andrea Vélez Valle,38,233.77,10,669,0.18,Aguascalientes,Economic,Medium Risk
4687,Yeni Olivárez Marín,59,347.13,11,559,0.21,Puebla,Economic,High Risk
4688,Susana Marisol Grijalva,27,140.86,2,636,0.13,Durango,Economic,High Risk
4689,Dulce María Pamela Paredes Roque,50,309.3,21,587,0.13,Guanajuato,Economic,High Risk
4690,Modesto Olmos,39,344.6,9,630,0.37,Jalisco,Economic,High Risk
4691,Sra. Carolina Baca,23,312.45,0,504,0.29,Guanajuato,Economic,High Risk
4692,Alicia Esmeralda Otero,35,351.56,10,651,0.49,Baja California,Economic,Medium Risk
4693,Hugo Jaime Cabrera Arias,52,276.0,3,678,0.21,Veracruz de Ignacio de la Llave,Economic,Medium Risk
4694,Sessa Saavedra,29,185.61,2,502,0.26,Aguascalientes,Economic,High Risk
4695,Miriam Estrada Gurule,37,319.56,1,556,0.27,Yucatán,Economic,High Risk
4696,Óscar Jorge Luis Colón Garibay,55,188.69,26,641,0.53,Jalisco,Economic,High Risk
4697,Gabriela Tejada Cabán,49,161.47,9,641,0.53,Puebla,Economic,High Risk
4698,Leonor Tamayo Gollum,51,132.28,15,654,0.23,Jalisco,Economic,Medium Risk
4699,Abraham Leonardo Ibarra Pedraza,57,131.38,8,657,0.38,Oaxaca,Economic,Medium Risk
4700,María del Carmen Noemí Zayas,46,188.96,2,581,0.23,Baja California Sur,Economic,High Risk
4701,Ramón Rivas,41,165.5,8,619,0.22,San Luis Potosí,Economic,High Risk
4702,Abelardo Menchaca,56,206.86,18,525,0.49,Morelos,Economic,High Risk
4703,Daniela Eva Carvajal Lozano,39,167.49,5,647,0.58,Nayarit,Economic,High Risk
4704,Maximiliano Cornelio Rosas Venegas,60,284.55,1,552,0.36,Aguascalientes,Economic,High Risk
4705,Lic. Adriana Garay,69,182.93,24,628,0.27,Zacatecas,Economic,High Risk
4706,Alta  Gracia Villagómez,54,496.46,27,631,0.3,Durango,Economic,High Risk
4707,Sr. Rafaél Corona,32,148.8,1,607,0.2,Morelos,Economic,High Risk
4708,Carlota Ballesteros,45,125.11,21,640,0.36,Baja California,Economic,High Risk
4709,Aurelio Espartaco Ríos Saldivar,57,222.96,26,536,0.45,Yucatán,Economic,High Risk
4710,Esther Hernádez Flórez,68,211.74,0,564,0.29,Hidalgo,Economic,High Risk
4711,Inés Cruz,39,307.4,10,639,0.23,Baja California,Economic,High Risk
4712,Rolando Jáquez Crespo,41,535.86,7,512,0.38,Tabasco,Economic,High Risk
4713,Hilda Daniela Armas de Jesús,42,,11,546,0.42,Yucatán,Economic,High Risk
4714,Lic. Abraham Uribe,58,184.94,30,515,0.18,Tamaulipas,Economic,High Risk
4715,Dr. Ernesto Matías,41,215.78,2,658,0.48,Sonora,Economic,Medium Risk
4716,Jerónimo Armando Heredia,56,264.74,13,633,0.43,Baja California Sur,Economic,High Risk
4717,Clemente Reynaldo Verduzco,57,502.72,14,581,0.28,Michoacán de Ocampo,Economic,High Risk
4718,Lorena Aurora Franco,64,246.31,32,502,0.36,Guerrero,Economic,High Risk
4719,Ivonne Merino,25,95.93,5,542,0.19,Sonora,Economic,High Risk
4720,Mónica Guajardo,55,184.53,32,645,0.49,Tlaxcala,Economic,High Risk
4721,Iván Hugo Monroy Longoria,68,208.83,12,509,0.21,Nayarit,Economic,High Risk
4722,Ing. Mauro Polanco,53,176.53,30,519,0.37,Morelos,Economic,High Risk
4723,Cristina Carvajal Irizarry,65,343.04,2,530,0.33,Nayarit,Economic,High Risk
4724,Ignacio Bernabé Ordóñez,58,270.81,29,557,0.52,Nayarit,Economic,High Risk
4725,Asunción Gabriela Caraballo,30,128.07,1,616,0.54,Morelos,Economic,High Risk
4726,Sra. Verónica Brito,70,314.16,29,561,0.4,Aguascalientes,Economic,High Risk
4727,Rodrigo Salinas Camacho,24,94.06,0,604,0.53,Hidalgo,Economic,High Risk
4728,Nancy Benítez Chapa,40,360.19,4,576,0.13,Zacatecas,Economic,High Risk
4729,Mariano Tamayo Palomino,66,231.28,2,529,0.46,Chiapas,Economic,High Risk
4730,Octavio Almaraz Tejeda,46,107.85,21,673,0.43,Oaxaca,Economic,Medium Risk
4731,Jerónimo Alonso Heredia,62,242.02,25,535,0.2,Baja California,Economic,High Risk
4732,Samuel Rubén Carbajal,47,393.1,4,667,0.41,Distrito Federal,Economic,Medium Risk
4733,Sra. Miriam Gamez,51,150.09,29,525,0.44,Guerrero,Economic,High Risk
4734,Sr. Miguel Ángel Valladares,64,,35,650,0.24,Zacatecas,Economic,Medium Risk
4735,Sr. Luis García,23,180.19,0,526,0.18,Oaxaca,Economic,High Risk
4736,Marcela Armenta Villalpando,61,262.21,20,663,0.47,Hidalgo,Economic,Medium Risk
4737,Lilia Naranjo Domínguez,35,312.65,13,670,0.45,San Luis Potosí,Economic,Medium Risk
4738,Mauricio Vanegas,28,270.77,2,665,0.35,Chihuahua,Economic,Medium Risk
4739,Paola Ybarra,67,181.58,11,672,0.37,Zacatecas,Economic,Medium Risk
4740,Lic. Ana María Santiago,57,196.28,1,621,0.45,Campeche,Economic,High Risk
4741,Blanca Esmeralda Bañuelos,50,389.68,8,661,0.5,Jalisco,Economic,Medium Risk
4742,Adriana Anaya,43,180.19,7,622,0.52,San Luis Potosí,Economic,High Risk
4743,Blanca Micaela Quiroz Sánchez,60,214.63,18,669,0.23,Sinaloa,Economic,Medium Risk
4744,Srita. María Eugenia Casas,36,225.93,14,550,0.4,Durango,Economic,High Risk
4745,Camilo Olivera de Anda,28,72.22,8,530,0.55,Sonora,Economic,High Risk
4746,Dra. Barbara del Valle,32,142.82,8,592,0.45,Colima,Economic,High Risk
4747,Perla Peralta Enríquez,28,167.6,0,640,0.39,Nuevo León,Economic,High Risk
4748,María Luisa Nadia Corona Caballero,28,218.06,9,631,0.32,Sonora,Economic,High Risk
4749,Porfirio Bernardo Macías,56,228.79,13,528,0.49,Coahuila de Zaragoza,Economic,High Risk
4750,María Jáquez Guzmán,37,239.72,10,631,0.14,Guerrero,Economic,High Risk
4751,Antonio Samuel Ruiz Holguín,29,212.17,0,519,0.17,Veracruz de Ignacio de la Llave,Economic,High Risk
4752,Marcos Hernández,29,131.71,5,568,0.3,Veracruz de Ignacio de la Llave,Economic,High Risk
4753,Ing. Silvano Hernandes,39,428.17,2,573,0.38,Chihuahua,Economic,High Risk
4754,Felix Salvador Tello,41,358.78,19,531,0.21,Quintana Roo,Economic,High Risk
4755,Sra. Francisca Carrasco,52,208.54,16,568,0.58,Baja California Sur,Economic,High Risk
4756,Claudia Zavala Cervantes,38,244.4,13,648,0.54,Sinaloa,Economic,High Risk
4757,Cristobal Jerónimo Treviño,37,143.97,9,509,0.29,Zacatecas,Economic,High Risk
4758,Alfonso Fernando Polanco,52,150.92,22,524,0.58,Veracruz de Ignacio de la Llave,Economic,High Risk
4759,Sessa Carolina Longoria Prado,50,207.02,12,647,0.14,Colima,Economic,High Risk
4760,Timoteo Gregorio Rodríquez,66,177.64,42,614,0.4,San Luis Potosí,Economic,High Risk
4761,Diego Flavio Guerrero,53,248.74,27,564,0.48,Jalisco,Economic,High Risk
4762,Julio César Peña,45,90.35,24,674,0.4,Quintana Roo,Economic,Medium Risk
4763,Rosa Contreras,50,351.23,28,680,0.31,Baja California Sur,Economic,Medium Risk
4764,Rocío Montes Pelayo,50,276.01,5,539,0.26,Tlaxcala,Economic,High Risk
4765,Israel Clemente Moreno,58,212.13,8,618,0.43,San Luis Potosí,Economic,High Risk
4766,Anel Villagómez Guardado,34,297.16,9,632,0.23,Tamaulipas,Economic,High Risk
4767,Dra. Reina Gastélum,34,210.57,4,515,0.26,Michoacán de Ocampo,Economic,High Risk
4768,Ernesto Grijalva Montalvo,45,626.72,18,516,0.46,Baja California,Economic,High Risk
4769,Bernabé Alarcón Gil,70,192.8,40,658,0.26,Sonora,Economic,Medium Risk
4770,Gabino José Eduardo Robles,58,255.74,14,545,0.53,Durango,Economic,High Risk
4771,Micaela del Río,32,207.82,6,666,0.26,Michoacán de Ocampo,Economic,Medium Risk
4772,Gilberto Carbajal,23,294.98,2,599,0.22,Durango,Economic,High Risk
4773,Ing. Salvador Montalvo,22,100.13,0,675,0.21,Quintana Roo,Economic,Medium Risk
4774,Laura Noelia Rojo Carrillo,33,102.11,5,530,0.16,Zacatecas,Economic,High Risk
4775,Florencia Anel Arreola,38,237.39,11,555,0.32,Nuevo León,Economic,High Risk
4776,Natividad María Teresa Serrano Sisneros,37,140.75,12,543,0.33,Chiapas,Economic,High Risk
4777,Gerardo Córdova Tamez,22,150.83,0,547,0.41,Tabasco,Economic,High Risk
4778,Elias Godínez Almanza,22,352.5,3,556,0.21,Yucatán,Economic,High Risk
4779,José Carlos Mauricio Saldivar,30,305.07,4,650,0.55,Yucatán,Economic,Medium Risk
4780,Tomás Linares,27,78.37,7,612,0.13,México,Economic,High Risk
4781,Hernán Clemente Posada Varela,30,128.44,2,500,0.15,Jalisco,Economic,High Risk
4782,Sessa Collazo,54,139.84,25,593,0.59,Tamaulipas,Economic,High Risk
4783,Adriana Menéndez,44,296.08,17,653,0.39,Querétaro,Economic,Medium Risk
4784,Isabela Delia Vanegas,31,215.12,6,536,0.58,Michoacán de Ocampo,Economic,High Risk
4785,Hilda Rascón Pérez,48,213.9,1,528,0.41,Chiapas,Economic,High Risk
4786,Ing. Bernardo Rosas,63,180.31,20,538,0.53,Distrito Federal,Economic,High Risk
4787,Olivia Olivia Leyva,50,385.9,19,583,0.33,Tamaulipas,Economic,High Risk
4788,Juan Cordero Cornejo,26,392.82,0,628,0.31,Baja California,Economic,High Risk
4789,Pamela Sofía Centeno,42,266.43,19,620,0.59,Baja California,Economic,High Risk
4790,Lic. Benito Trujillo,29,58.43,3,624,0.13,Campeche,Economic,High Risk
4791,Pedro Matos,62,218.39,38,618,0.33,Jalisco,Economic,High Risk
4792,Carlota Débora Salcido Ocampo,62,293.97,10,617,0.24,Zacatecas,Economic,High Risk
4793,Citlali Amelia Alfaro Solorio,53,286.02,29,625,0.41,Querétaro,Economic,High Risk
4794,Hermelinda Inés Garay Concepción,68,102.7,20,599,0.34,Campeche,Economic,High Risk
4795,Jos Darío Valencia Manzanares,51,191.36,12,582,0.33,Baja California Sur,Economic,High Risk
4796,Citlali Correa,54,199.23,10,554,0.21,Aguascalientes,Economic,High Risk
4797,Noelia Celia Rosales,62,235.32,36,656,0.17,Sonora,Economic,Medium Risk
4798,Gregorio Mauricio Borrego Sanches,25,341.5,2,576,0.49,Morelos,Economic,High Risk
4799,Elvia Ana María Segovia,49,349.04,0,622,0.44,Distrito Federal,Economic,High Risk
4800,José Manuél Abraham Alvarado,51,391.28,24,514,0.14,Yucatán,Economic,High Risk
4801,Augusto Aragón Madrid,42,140.76,9,536,0.19,Tlaxcala,Economic,High Risk
4802,Dr. Guillermo Mena,59,135.09,8,669,0.59,Baja California Sur,Economic,Medium Risk
4803,Ricardo Menchaca Rosales,36,149.1,6,634,0.15,Tlaxcala,Economic,High Risk
4804,Armando Hernán Piña,31,223.93,8,661,0.22,San Luis Potosí,Economic,Medium Risk
4805,Ing. Flavio Monroy,62,181.99,16,679,0.28,Michoacán de Ocampo,Economic,Medium Risk
4806,Zeferino Moreno,29,230.92,6,639,0.56,Baja California Sur,Economic,High Risk
4807,Yeni Saucedo,54,279.52,26,570,0.39,Aguascalientes,Economic,High Risk
4808,Zeferino Alcala Hernandes,53,286.48,22,657,0.26,Baja California Sur,Economic,Medium Risk
4809,Guadalupe Elvira Tirado,33,283.15,11,608,0.15,Chihuahua,Economic,High Risk
4810,Rosalia Paola Lemus,68,369.05,0,558,0.49,Veracruz de Ignacio de la Llave,Economic,High Risk
4811,Laura Aguayo Santana,48,74.86,10,569,0.39,Campeche,Economic,High Risk
4812,Bernardo Batista Mejía,39,191.92,4,610,0.6,Distrito Federal,Economic,High Risk
4813,Amalia Flores Medrano,61,196.66,1,551,0.47,Hidalgo,Economic,High Risk
4814,Carlos Baca Zavala,58,226.19,16,504,0.3,Sonora,Economic,High Risk
4815,Pamela Marisela Nieto,31,212.36,1,644,0.11,Tamaulipas,Economic,High Risk
4816,Arturo Raúl Villagómez Zayas,22,203.32,0,675,0.18,Sinaloa,Economic,Medium Risk
4817,Carlos Luna,32,125.28,7,653,0.47,Quintana Roo,Economic,Medium Risk
4818,Ofelia Carla Cepeda,66,203.04,25,644,0.29,Quintana Roo,Economic,High Risk
4819,Eugenio Héctor Otero Cervántez,58,430.79,17,631,0.5,Chihuahua,Economic,High Risk
4820,Zeferino José Carlos Saldaña,45,205.71,12,534,0.14,Sonora,Economic,High Risk
4821,Ramón Pelayo Cortez,49,436.26,14,675,0.44,Chiapas,Economic,Medium Risk
4822,María Eugenia Chavarría,41,223.69,2,527,0.17,Colima,Economic,High Risk
4823,Alonso Alejandro Mondragón,39,438.23,2,585,0.34,Morelos,Economic,High Risk
4824,Wendolin Leiva Meraz,29,251.81,5,544,0.12,Yucatán,Economic,High Risk
4825,José Carlos Viera,33,173.1,14,567,0.34,Tabasco,Economic,High Risk
4826,Mitzy Montez Olivera,42,181.57,21,650,0.16,Campeche,Economic,Medium Risk
4827,Sr. Aurelio Cuellar,53,249.55,22,617,0.24,Chiapas,Economic,High Risk
4828,Olga Nieves,37,331.22,13,593,0.47,Guerrero,Economic,High Risk
4829,Zoé Estrada,28,244.21,1,597,0.47,México,Economic,High Risk
4830,Francisco Riojas Casanova,21,81.96,0,616,0.39,Quintana Roo,Economic,High Risk
4831,Alejandro Adán Espinosa Sánchez,26,192.76,4,556,0.14,Zacatecas,Economic,High Risk
4832,Augusto Avilés Castañeda,61,,35,547,0.22,Zacatecas,Economic,High Risk
4833,Leticia Dolores Granados,51,241.58,28,523,0.42,Coahuila de Zaragoza,Economic,High Risk
4834,Ing. Mauro Rascón,66,234.02,15,571,0.39,Sinaloa,Economic,High Risk
4835,Natalia Blanca Alemán Romo,67,329.49,34,596,0.59,Veracruz de Ignacio de la Llave,Economic,High Risk
4836,Dr. Espartaco de la Rosa,32,91.24,9,588,0.22,Oaxaca,Economic,High Risk
4837,Sergio José Manuél Salinas,65,130.66,23,599,0.28,Guanajuato,Economic,High Risk
4838,Victoria Tirado Chavarría,52,221.14,10,510,0.41,Querétaro,Economic,High Risk
4839,Cristobal Óliver Tórrez,49,333.01,4,649,0.32,San Luis Potosí,Economic,High Risk
4840,Dra. Ana María Acosta,50,182.7,9,528,0.21,Jalisco,Economic,High Risk
4841,Jorge Jonás Baeza,31,166.06,1,617,0.13,Sonora,Economic,High Risk
4842,Ignacio Eugenio Roque,54,189.81,20,593,0.56,Tabasco,Economic,High Risk
4843,Emiliano Amaya Barreto,27,223.86,1,629,0.19,San Luis Potosí,Economic,High Risk
4844,Sra. Elena Zaragoza,26,324.58,0,571,0.41,San Luis Potosí,Economic,High Risk
4845,Olga Araceli León Ávila,44,117.56,1,508,0.17,Sinaloa,Economic,High Risk
4846,María Cristina Cavazos,39,178.66,19,583,0.5,Baja California Sur,Economic,High Risk
4847,Lic. Alberto Vélez,39,209.4,19,641,0.26,Distrito Federal,Economic,High Risk
4848,Gerardo Terán Rosas,65,148.54,19,663,0.49,Colima,Economic,Medium Risk
4849,Paulina Dulce Colón Griego,64,212.3,15,541,0.29,Distrito Federal,Economic,High Risk
4850,Gabriela Salma Villegas,58,273.02,5,610,0.45,Colima,Economic,High Risk
4851,Cynthia Alonzo Guardado,63,164.9,34,663,0.23,Jalisco,Economic,Medium Risk
4852,Lourdes María Teresa Vásquez,23,295.83,0,578,0.28,Baja California,Economic,High Risk
4853,Amalia Rincón,58,110.63,31,629,0.13,Campeche,Economic,High Risk
4854,Camilo Contreras Carrera,25,200.86,0,641,0.36,Puebla,Economic,High Risk
4855,Francisco Javier Quezada,43,179.64,10,589,0.57,San Luis Potosí,Economic,High Risk
4856,Esperanza Vásquez,37,175.04,0,527,0.11,Veracruz de Ignacio de la Llave,Economic,High Risk
4857,Mario Baca Aguirre,63,334.84,34,551,0.59,San Luis Potosí,Economic,High Risk
4858,Verónica Quezada,30,152.1,4,679,0.42,Zacatecas,Economic,Medium Risk
4859,Rosa Barragán Zamudio,68,438.0,5,575,0.54,Puebla,Economic,High Risk
4860,Lorena Rosario Ocampo,33,159.53,0,574,0.43,Durango,Economic,High Risk
4861,Miguel Ramiro Fernández Madera,58,150.56,10,560,0.36,Oaxaca,Economic,High Risk
4862,Sr. Ramiro Contreras,58,302.28,26,662,0.54,Morelos,Economic,Medium Risk
4863,Horacio Benjamín Ontiveros Posada,26,357.75,1,595,0.21,Distrito Federal,Economic,High Risk
4864,Agustín Sergio Villalpando Gallardo,43,462.29,17,532,0.36,Distrito Federal,Economic,High Risk
4865,Ángela Marisela Zamora,62,195.09,40,633,0.18,Baja California,Economic,High Risk
4866,Cynthia Arguello,21,154.73,0,614,0.31,Oaxaca,Economic,High Risk
4867,Fabiola Rebeca Nieto Galván,44,188.41,14,551,0.51,Sonora,Economic,High Risk
4868,Srita. Rocío Limón,36,214.3,17,573,0.3,Chihuahua,Economic,High Risk
4869,Carolina Celia Pérez Godoy,66,149.02,25,571,0.13,Durango,Economic,High Risk
4870,Federico Alberto Mateo Beltrán,52,298.37,14,556,0.11,Distrito Federal,Economic,High Risk
4871,Sr. Ángel Cordero,43,409.6,17,534,0.48,Distrito Federal,Economic,High Risk
4872,Jos Solís Munguía,27,172.99,3,559,0.54,Campeche,Economic,High Risk
4873,Srita. Mercedes Puga,28,176.14,6,637,0.52,Tabasco,Economic,High Risk
4874,Dulce María Arellano Polanco,65,255.26,21,624,0.58,Aguascalientes,Economic,High Risk
4875,Ing. Juan Otero,39,283.43,2,533,0.16,Yucatán,Economic,High Risk
4876,Lilia Maestas,69,115.96,42,506,0.56,Chihuahua,Economic,High Risk
4877,Porfirio Pablo Echeverría Esparza,56,492.76,6,567,0.26,Sinaloa,Economic,High Risk
4878,Eduardo Adán Valdez,46,275.43,23,559,0.17,Guerrero,Economic,High Risk
4879,Iván Pedroza,22,145.82,0,518,0.13,Guerrero,Economic,High Risk
4880,Roberto Garibay Ibarra,36,146.08,9,605,0.16,Oaxaca,Economic,High Risk
4881,Martha Menchaca,32,338.1,5,585,0.58,Aguascalientes,Economic,High Risk
4882,Adela Gómez,42,158.43,16,576,0.11,Querétaro,Economic,High Risk
4883,Violeta Quiñónez,38,167.11,14,549,0.22,Baja California Sur,Economic,High Risk
4884,Armando Altamirano Gaytán,57,156.49,17,597,0.5,México,Economic,High Risk
4885,Dr. Gonzalo Niño,24,215.29,0,545,0.14,Michoacán de Ocampo,Economic,High Risk
4886,Mateo Ordóñez,24,155.2,0,570,0.1,Nayarit,Economic,High Risk
4887,Rolando Isaac Correa,27,552.69,6,506,0.18,Veracruz de Ignacio de la Llave,Economic,High Risk
4888,Marisol Abrego,57,223.72,16,653,0.58,Michoacán de Ocampo,Economic,Medium Risk
4889,Concepción Inés Cepeda Mares,60,101.71,16,585,0.58,Tabasco,Economic,High Risk
4890,Anabel Barela,27,286.1,2,627,0.16,Puebla,Economic,High Risk
4891,Zoé Graciela Angulo,68,159.21,0,566,0.2,Baja California,Economic,High Risk
4892,Ing. Israel de León,25,169.95,2,634,0.31,Sonora,Economic,High Risk
4893,Renato José Manuél Polanco,64,314.65,16,670,0.33,Tabasco,Economic,Medium Risk
4894,Arturo José Manuél Anguiano Godoy,59,326.17,31,511,0.17,Querétaro,Economic,High Risk
4895,Lic. Ariadna Negrete,41,266.42,5,590,0.55,Querétaro,Economic,High Risk
4896,Genaro Pablo Zúñiga,69,341.52,1,586,0.29,Durango,Economic,High Risk
4897,Clara Rodarte,28,161.04,6,597,0.13,Zacatecas,Economic,High Risk
4898,Elvia Rodarte,30,263.03,5,647,0.21,Colima,Economic,High Risk
4899,Sr. Mariano Vásquez,61,115.15,10,536,0.46,Quintana Roo,Economic,High Risk
4900,Bianca Salma Durán Lucero,69,290.98,43,521,0.51,Sonora,Economic,High Risk
4901,Sra. Carla Noriega,64,363.08,17,670,0.38,Tabasco,Economic,Medium Risk
4902,Cristobal Esquibel Magaña,31,112.15,0,666,0.42,Tamaulipas,Economic,Medium Risk
4903,Timoteo Segovia,54,141.42,2,619,0.58,Aguascalientes,Economic,High Risk
4904,Juan Carlos Bernabé Cruz Salazar,21,421.05,2,586,0.16,Durango,Economic,High Risk
4905,Lourdes Gastélum Madrid,45,158.27,22,527,0.55,Querétaro,Economic,High Risk
4906,Nicolás Marco Antonio Gaytán,31,232.78,5,664,0.35,Zacatecas,Economic,Medium Risk
4907,Ing. Adriana Calderón,48,152.8,8,548,0.31,Morelos,Economic,High Risk
4908,Ing. María Teresa Arenas,33,126.26,5,534,0.36,Jalisco,Economic,High Risk
4909,Emilia Cortés,41,132.82,14,556,0.2,Sinaloa,Economic,High Risk
4910,Carla Orta Santacruz,28,703.64,0,514,0.24,Chihuahua,Economic,High Risk
4911,Carmen Rocío Torres,28,230.91,1,580,0.37,Morelos,Economic,High Risk
4912,Silvano Madrigal Vigil,68,168.43,14,563,0.51,Yucatán,Economic,High Risk
4913,Tania Carranza,54,610.16,5,518,0.58,Chihuahua,Economic,High Risk
4914,Magdalena Claudia Ocasio,49,222.66,11,605,0.34,Durango,Economic,High Risk
4915,Amelia Preciado Varela,70,321.03,32,584,0.45,Coahuila de Zaragoza,Economic,High Risk
4916,Jaqueline Zelaya,50,541.59,4,531,0.1,Hidalgo,Economic,High Risk
4917,Marcos Evelio Verduzco,37,79.75,11,562,0.45,Sonora,Economic,High Risk
4918,Armando Gilberto Villegas,40,547.98,12,608,0.34,Colima,Economic,High Risk
4919,Rosario Estefanía Ulibarri,28,221.62,7,654,0.39,Puebla,Economic,Medium Risk
4920,Jorge Luis Santiago Bahena Gómez,67,177.05,30,555,0.51,Colima,Economic,High Risk
4921,Wendolin Cristina Ponce,70,91.28,4,636,0.43,San Luis Potosí,Economic,High Risk
4922,Jaime Hernádez,41,186.24,8,648,0.52,Guanajuato,Economic,High Risk
4923,Nelly Aida Balderas,58,138.08,22,673,0.49,Tabasco,Economic,Medium Risk
4924,Ignacio Enrique de la Torre,61,205.72,16,608,0.31,San Luis Potosí,Economic,High Risk
4925,Alejandro Aponte Candelaria,41,220.99,15,643,0.55,Coahuila de Zaragoza,Economic,High Risk
4926,Marcos Santillán,58,231.64,24,529,0.26,Sinaloa,Economic,High Risk
4927,Jesús Lorenzo Ruiz,70,310.81,14,511,0.45,Campeche,Economic,High Risk
4928,José Berríos Candelaria,43,701.95,6,625,0.26,Sinaloa,Economic,High Risk
4929,Abelardo Fidel Collazo Bustamante,65,122.82,14,588,0.4,Baja California Sur,Economic,High Risk
4930,Minerva Noemí Mascareñas,50,224.61,5,666,0.16,Michoacán de Ocampo,Economic,Medium Risk
4931,Lic. Yuridia Mena,54,297.19,23,642,0.23,Quintana Roo,Economic,High Risk
4932,Natividad Frida Leyva de la Fuente,30,190.42,2,658,0.22,San Luis Potosí,Economic,Medium Risk
4933,Helena Heredia Henríquez,22,191.04,0,504,0.21,Michoacán de Ocampo,Economic,High Risk
4934,Lic. Raquel Villa,50,285.58,11,649,0.16,Tabasco,Economic,High Risk
4935,Miguel Ángel Mercado,60,268.1,11,654,0.14,Zacatecas,Economic,Medium Risk
4936,Ing. Silvano Valentín,62,134.36,41,614,0.57,Guerrero,Economic,High Risk
4937,Abraham Eduardo Villa Quezada,24,77.88,0,644,0.38,Baja California,Economic,High Risk
4938,Carlota Noelia Vallejo Tijerina,63,290.65,37,539,0.22,Coahuila de Zaragoza,Economic,High Risk
4939,Anabel Ontiveros,35,470.7,2,608,0.22,Distrito Federal,Economic,High Risk
4940,Ángel Altamirano,70,247.34,49,649,0.27,Chiapas,Economic,High Risk
4941,Lic. Silvano Villareal,24,204.68,2,589,0.2,Chiapas,Economic,High Risk
4942,Gerardo Miramontes Balderas,61,396.74,0,517,0.36,Durango,Economic,High Risk
4943,Felipe Hurtado,57,,5,588,0.32,Baja California Sur,Economic,High Risk
4944,Citlali Vargas Jurado,27,168.22,3,643,0.18,Yucatán,Economic,High Risk
4945,Eva Sonia Romo Zelaya,34,125.24,8,554,0.27,San Luis Potosí,Economic,High Risk
4946,Ruby Clara Romero,57,774.9,14,572,0.31,Colima,Economic,High Risk
4947,Joaquín Núñez Romero,28,328.85,1,527,0.34,Tlaxcala,Economic,High Risk
4948,José Manuél Calvillo Arteaga,30,200.69,8,574,0.44,Morelos,Economic,High Risk
4949,Dra. Caridad Ramón,25,219.61,4,591,0.13,Baja California,Economic,High Risk
4950,Srita. Josefina Rolón,64,347.24,30,593,0.39,Coahuila de Zaragoza,Economic,High Risk
4951,Sergio Lucas Ponce,32,129.69,10,601,0.33,Baja California Sur,Economic,High Risk
4952,Dulce Soledad Gurule,46,179.23,3,602,0.2,Michoacán de Ocampo,Economic,High Risk
4953,Homero Jorge Luis Lozano Covarrubias,40,177.79,10,676,0.1,Aguascalientes,Economic,Medium Risk
4954,Esther Frida Trejo Yáñez,47,107.25,18,586,0.33,Guanajuato,Economic,High Risk
4955,Sonia Gabriela Rosado de Anda,48,334.33,1,579,0.29,Zacatecas,Economic,High Risk
4956,Frida Dalia Urbina,29,135.66,4,604,0.59,Chiapas,Economic,High Risk
4957,Gabriela Victoria Farías,63,211.86,42,582,0.19,Veracruz de Ignacio de la Llave,Economic,High Risk
4958,Dra. Asunción Vergara,56,444.82,25,658,0.6,Distrito Federal,Economic,Medium Risk
4959,Mónica Abril Varela,53,230.93,1,619,0.2,Campeche,Economic,High Risk
4960,Sara Delgado García,39,299.74,7,526,0.57,Puebla,Economic,High Risk
4961,Jos Samuel Muñiz Cano,54,237.88,23,582,0.23,Jalisco,Economic,High Risk
4962,Sra. Graciela Razo,24,153.16,5,634,0.57,Tlaxcala,Economic,High Risk
4963,Mitzy Jaqueline Narváez Escobar,60,674.32,35,533,0.53,Tlaxcala,Economic,High Risk
4964,Flavio Badillo Ávila,49,189.62,22,587,0.32,Tlaxcala,Economic,High Risk
4965,Alvaro Miguel Sierra Alcaraz,67,189.28,3,624,0.46,Oaxaca,Economic,High Risk
4966,Isabela Noemí Montez,65,159.4,3,513,0.11,Coahuila de Zaragoza,Economic,High Risk
4967,Rolando Jaime Calvillo Palacios,35,257.55,6,598,0.36,Durango,Economic,High Risk
